名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
运河区/近 华北商厦 火车站 各大商场电影院（四大商超 南湖 人民公园、都 老近了,"
                运河区/近 华北商厦 火车站 各大商场电影院（四大商超 南湖 人民公园、都 老近了
            ",100%,20 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,63平米,提供,沧州-运河区-广场街附近-恒顺世纪中心,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '灭火器']",,,0,,173,,100.0%,100.0%,80.0%,12,5.0
落地窗— 投影仪大床房（近 5分钟内可到达、颐和商城 信誉楼 老华北 火车站），清风楼 中医院,"
                大落地窗尽享广阔视野和温暖阳光，有电梯/低层无电梯，免爬楼之苦，养足精力开启旅途，有洗衣机，解放双手，造型每天换，可做饭，在外也可以品尝家的味道，洗漱用品齐全，清爽卫生，旅行无忧，提供电热水壶，在外也要随时养生，有电视，热播综艺热播剧紧追不断档，有冰箱，美食放心购，全天保鲜无休，
            ",100%,20 晚,酒店式公寓,1室1厅,整租,双人床,1张,2人,1,63平米,提供,沧州-运河区-广场街附近-恒顺世纪中心,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '灭火器']",近火车站,,0,,153,,100.0%,100.0%,80.0%,12,5.0
百合世嘉 精装 紧邻县医院 两室位于南门东南排交通便利,"
                百合世嘉 精装 紧邻县医院 两室位于南门东南排交通便利
            ",100%,18 晚,小区住宅,2室2厅,整租,双人床,2张,4人,1,80平米,提供,沧州-新华区-黄河东路-百合世嘉,沧州,新华区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",百合世嘉 精装 紧邻县医院 两室位于南门东南排交通便利,百合世嘉 精装 紧邻县医院 两室位于南门东南排交通便利,0,,218,,100.0%,100.0%,100.0%,2,5.0
运茂小区精装三室紧邻意明火车站，周边配套齐全欢迎入住,"
                运茂小区精装三室紧邻意明火车站，周边配套齐全欢迎入住
            ",100%,20 晚,小区住宅,3室2厅,整租,"双人床
单人床",3张,5人,1,96平米,提供,沧州-新华区-交通北大街-运茂小区,沧州,新华区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '对讲门禁', '餐具炊具', '电吹风', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '新风系统', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉']",运茂小区精装三室紧邻意明火车站，周边配套齐全欢迎入住,运茂小区精装三室紧邻意明火车站，周边配套齐全欢迎入住,0,,218,,100.0%,100.0%,100.0%,2,5.0
现代简约温馨两居公寓,"
                近邻明珠商贸城，好停车出入方便，南北通透户型，24小时热水供应,wifi网络，全新电视、空调、冰箱、炉罩吸油烟机，一次性用品干净卫生设施齐全，平民的价格，高端的享受，是情侣小憩，朋友聚会，居家旅行的不二选择。
            ",100%,16 晚,小区住宅,2室1厅,整租,"双人床
榻榻米",2张,2人,1,90平米,提供,沧州-运河区-弘仁里-弘仁里,沧州,运河区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '燃气灶', '灭火器', '花园', '观景露台']",小区门口有多家超市购物方便，还有一家串说烧烤店味道非常好。,,0,,158,,100.0%,100.0%,100.0%,4,5.0
商务观影房壹三零二,"
                商务观影房壹三零二
            ",100%,26 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,沧州-任丘市-会战北道东50米-京南互联网大厦,沧州,任丘市,"['无线WIFI', '淋浴', '空调', '暖气', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '燃气灶', '麻将机', '投影设备', '灭火器']",,,0,,183,,100.0%,100.0%,90.6%,40,4.992
赛特公寓12-盛世郡二室二厅,"
                此套公寓装修浪漫温馨，公寓其中包含2间卧室（真皮双人软床）可以睡觉，1间棋牌室，巨幕影院，看电影更嗨，带独立厨房油盐酱醋等调料，锅碗盆，刀具，菜板（免费提供），40寸乐视超级电视，冰箱，格力立式空调，按摩淋浴，24小时热水，屈臣氏洗护用品（免费），有停车位、WIFI。
最便捷的服务：一个电话，快捷入住、退房
支付宝、微信、信用卡、银联卡…快捷支付

赛特公寓，任丘**酒店式公寓！房源遍布任丘各大小区。独立厨房，棋牌室，健身房，太空舱按摩椅等应有尽有。适合商务接待，朋友聚会，招待亲友等，用普通宾馆的价格，享受整套公寓的奢华！
            ",100%,48 晚,酒店式公寓,2室2厅,整租,双人床,2张,4人,2,120平米,提供,沧州-任丘市-会战道与裕华路交叉口西南角(政府南邻)-盛世郡,沧州,任丘市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '麻将机', '投影设备']",,,0,,306,,100.0%,100.0%,90.6%,40,4.992
行政公寓25号,"
                行政公寓25号
            ",100%,20 晚,酒店式公寓,3室1厅,整租,双人床,3张,6人,2,150平米,提供,沧州-任丘市-会战北道西-盛世郡,沧州,任丘市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '麻将机', '灭火器']",,,0,,318,,100.0%,100.0%,90.6%,40,4.992
赛特公寓13-中华瑞鑫二室二厅,"
                此套公寓装修浪漫温馨，二室二厅，2间卧室（真皮双人软床），带独立厨房，锅碗盆，刀具，菜板（免费提供）调料需自备，50寸乐视超级电视+40寸乐视超级电视，冰箱，格力立式空调，24小时热水，屈臣氏洗护用品（免费），有停车位、WIFI。
最便捷的服务：一个电话，快捷入住、退房
支付宝、微信、信用卡、银联卡…快捷支付押金
赛特公寓，任丘**酒店式公寓！可日租，房源遍布任丘各大小区。独立厨房，棋牌室，太空舱按摩椅，应有尽有。适合商务接待，朋友聚会，招待亲友等，用普通宾馆的价格，享受整套公寓的奢华！通宾馆的价格，享受整套公寓的奢华！
            ",100%,22 晚,酒店式公寓,2室2厅,整租,"双人床
双人床",2张,4人,2,120平米,提供,沧州-任丘市-中华西路8号-中华瑞鑫,沧州,任丘市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '泳池', '有窗户', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '电磁炉']",,,0,,249,,100.0%,100.0%,90.6%,40,4.992
苇浮•京南互联网大厦,"
                房源配有智能门锁，轻松完成自助入住，可在沙发上恣意葛优瘫，有电梯/低层无电梯，免爬楼之苦，养足精力开启旅途，房源设施齐全，洗漱用品齐全，不要你大包小包，超大客厅，聚会游戏办公随时随地
            ",100%,24 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,55平米,提供,沧州-任丘市-京南互联网大厦,沧州,任丘市,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '电梯', '智能门锁', '接待老人60岁以上', '接待外宾', '被子', '有窗户', '沙发', '茶几', '牙具']",,,0,,151,,100.0%,70.0%,100.0%,5,4.94
晓清A13绿色家居大两室,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，高档温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi五星级酒店家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,18 晚,普通公寓,2室2厅,整租,双人床,2张,4人,1,103平米,提供,沧州-运河区-海河西路-嘉禾一方花园,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '泳池', '有窗户', '落地窗', '茶几', '洗浴用品', '牙具', '香皂', '调料', '电磁炉']",,,0,,263,,100.0%,100.0%,90.9%,19,4.289
晓清日租A21荣盛广场温情大两居,"
                标准两居，新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi，水星家纺床上用品，一次性洗浴用品，24小时热水淋浴，独立整体厨房可做饭，锅碗瓢盆调料一应俱全。小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会
            ",100%,20 晚,普通公寓,2室1厅,整租,"双人床
双人床",2张,4人,1,93平米,提供,沧州-运河区-永安南大道-凤凰城-B区,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '燃气灶', '灭火器']",小区位于荣盛购物广场附近，距离高铁站，西高速口均在10分种车程内。交通便利，停车方便。,,0,,262,,100.0%,100.0%,90.9%,19,4.289
晓清日租A19阳光房近西客站明珠商贸,"
                小区位于明珠商贸附近，距离高铁站，西高速口北高速口均在10分种车程内。交通便利，停车方便。新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi，水星家纺床上用品，一次性洗浴用品，24小时热水淋浴，小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,36 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,59平米,提供,沧州-运河区-小王庄镇五七新村西区规划路-泰大国际家居广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '调料', '洗涤用品', '燃气灶', '灭火器']",临近名人植物园，狮城公园，小吃街，荣盛购物广场，距离高铁站，北高速路口，西高速口均在10分种车程内。交通便利，停车方便，地下停车场知道房间楼层。,,0,,151,,100.0%,100.0%,90.9%,19,4.289
晓清吧A18投影大床房近西客站明珠商贸城,"
                标新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，洗衣机，投影，Wi-Fi，水星家纺床上用品，一次性洗浴用品，24小时热水淋浴，小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会
            ",35%,49 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,62平米,提供,沧州-运河区-迎宾大道与永济西路交叉口北400米路东-保利花园学府里,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '被子', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '投影设备', '灭火器']",,,1," 总体来说非常不值  但卫生还可以
订房间就是因为这个有投影
结果投影歪到天花板上 
问房东怎么办 房东的意思是以前房客总掰这个就松了 现在没什么办法解决 
空调不能开  据说是遥控器坏了
厕所的水箱也是坏的 需要把上面的盖子拿下来才能按那个出水键
没投影没空调上个厕所还费劲
性价比极低  做日租房还拿投影当噱头的话还是把这些基础设施修修吧",133,1.8,100.0%,100.0%,90.9%,19,4.289
晓清日租A20温馨小窝近明珠商贸城西客站,"
                小区位于明珠商贸附近，距离高铁站，西高速口北高速口均在10分种车程内。交通便利，停车方便。新房新床新被褥新家电新装修。豪华装修，房间温馨特别舒适干净卫生，空调，冰箱，洗衣机，液晶电视，Wi-Fi，水星家纺床上用品，一次性洗浴用品，24小时热水淋浴，小区住户少，安静舒适。适合商务接待，朋友聚会，全家出游，情侣约会。
            ",100%,36 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,58平米,提供,沧州-运河区-小王庄镇五七新村西区规划路-泰大国际家居广场,沧州,运河区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '电磁炉', '灭火器']",临近名人植物园，狮城公园，小吃街，荣盛购物广场，距离高铁站，北高速路口，西高速口均在10分种车程内。交通便利，停车方便，地下停车场直达房间楼层。,,0,,135,,100.0%,100.0%,90.9%,19,4.289
